carat;cut;color;clarity;depth;table;price;x;y;z
1;Premium;E;SI2;62.8;59;4200;6.34;6.3;3.97
0.32;Ideal;H;VVS2;61.8;55;645;4.38;4.42;2.72
1.03;Very Good;H;SI1;63.4;62;4406;6.46;6.27;4.05
1.03;Ideal;D;SI1;61.3;56;6610;6.48;6.54;3.99
2.05;Ideal;H;SI2;60.4;58;15857;8.21;8.27;4.98
0.68;Premium;E;SI1;62;59;2224;5.67;5.65;3.51
1.01;Very Good;G;VVS2;63.4;55;6968;6.41;6.34;4.04
0.72;Ideal;E;SI1;62;57;2476;5.72;5.66;3.53
1.05;Ideal;E;VS1;62.6;57;7762;6.5;6.44;4.05
0.45;Very Good;E;VS2;61.8;58;1129;4.9;4.94;3.04
0.57;Ideal;G;VS1;62;55;1851;5.29;5.35;3.3
2.11;Very Good;J;SI2;60.8;61;12771;8.21;8.36;5.04
0.7;Ideal;H;VVS2;60.9;56;3325;5.76;5.79;3.52
0.33;Ideal;D;SI2;61.1;57;492;4.47;4.5;2.74
1.67;Ideal;F;SI2;62.4;54;11341;7.6;7.63;4.75
0.55;Premium;D;VS2;61.6;56;1894;5.33;5.28;3.27
0.4;Premium;E;VS2;61.2;60;949;4.79;4.68;2.9
1.3;Premium;G;VS2;62.2;58;8854;6.92;6.98;4.32
0.51;Premium;E;VS2;61.7;58;1656;5.12;5.15;3.17
0.31;Ideal;H;VVS2;61.5;56;625;4.35;4.37;2.68
0.3;Very Good;G;VVS2;62.3;59;684;4.25;4.29;2.66
1.02;Premium;H;VS2;62.5;60;5312;6.43;6.38;4
1.5;Premium;I;VS2;61.1;60;9471;7.33;7.36;4.49
0.7;Very Good;H;SI2;62.8;59;2034;5.62;5.65;3.54
0.73;Ideal;D;SI2;62.4;56;2504;5.72;5.75;3.58
0.3;Very Good;E;VS2;62;58;658;4.26;4.29;2.65
0.4;Premium;F;SI1;62.6;59;945;4.74;4.68;2.95
0.34;Premium;I;VS1;61;60;689;4.51;4.48;2.74
0.3;Ideal;G;IF;61.8;55;863;4.32;4.36;2.68
0.26;Premium;E;VVS1;61.8;58;769;4.14;4.11;2.55
1.01;Premium;D;SI2;60.3;57;4672;6.56;6.51;3.94
0.31;Premium;E;VVS1;61.5;58;988;4.37;4.35;2.68
0.31;Premium;G;VVS1;59.8;62;977;4.41;4.35;2.62
0.73;Very Good;E;VVS2;63.4;58;3511;5.68;5.7;3.61
0.32;Ideal;E;VVS2;61.6;57;842;4.4;4.43;2.72
0.52;Ideal;I;VS1;62.7;57;1720;5.17;5.14;3.23
1.1;Premium;F;I1;59.8;61;3745;6.7;6.65;3.99
0.3;Ideal;G;VVS1;62.6;55;753;4.27;4.32;2.69
0.33;Ideal;D;VS1;61;56;1077;4.47;4.45;2.72
0.28;Very Good;I;VS1;60.9;57;462;4.22;4.25;2.58
1.02;Good;I;SI2;57.1;62;3342;6.66;6.58;3.78
1.5;Ideal;I;VS2;60;61;9827;7.39;7.42;4.44
1;Premium;D;SI2;62.4;58;4730;6.33;6.36;3.96
1.01;Good;D;VS2;67;57;6113;6.11;6.22;4.13
1.51;Good;H;SI2;59.9;64;7340;7.53;7.39;4.47
1.05;Very Good;I;VS2;63.2;59;4986;6.47;6.44;4.08
0.7;Premium;D;SI2;62.8;61;2348;5.61;5.57;3.51
1;Fair;F;VS2;68.4;58;4656;5.97;6.1;4.13
0.42;Premium;G;VVS2;60.4;59;1103;4.82;4.78;2.9
0.35;Ideal;F;VS2;62.1;57;906;4.55;4.53;2.82
0.3;Premium;D;SI2;61.4;59;574;4.31;4.26;2.63
0.71;Ideal;E;VS2;62;56;3304;5.72;5.75;3.55
1.01;Ideal;G;VS2;61.7;57;6104;6.48;6.45;3.99
1.54;Premium;G;VS1;61.9;59;13609;7.34;7.37;4.55
0.42;Good;G;SI1;63.1;56;687;4.75;4.79;3.01
0.34;Good;F;VS1;60.6;63;696;4.46;4.59;2.74
1.05;Ideal;G;VVS2;62.5;55;8645;6.49;6.53;4.07
2.03;Good;I;SI1;62.7;61;15339;8.04;7.93;5.01
0.31;Ideal;D;VS2;61.9;56;734;4.37;4.38;2.71
1.52;Premium;D;SI2;61.4;54;10308;7.51;7.43;4.59
0.3;Ideal;E;SI2;62.1;54;401;4.32;4.35;2.69
2.05;Premium;H;VS2;60.7;61;16235;8.25;8.13;4.97
1.2;Premium;I;SI1;61.4;57;5098;6.87;6.8;4.2
1.09;Very Good;H;SI1;60.6;60;5131;6.61;6.68;4.03
1;Very Good;F;SI2;63.2;59;3799;6.31;6.25;3.97
0.51;Ideal;D;VS2;61.8;55;1787;5.1;5.16;3.17
0.31;Ideal;G;VVS1;62.8;57;977;4.33;4.3;2.71
0.72;Premium;H;SI1;62.2;57;2311;5.75;5.72;3.57
0.9;Premium;I;SI1;62.1;59;3121;6.19;6.15;3.83
0.25;Very Good;F;VS1;59.6;56;436;4.13;4.16;2.47
0.34;Ideal;D;VS1;60.9;56;865;4.51;4.56;2.76
0.32;Ideal;E;VVS1;61.6;56;954;4.41;4.42;2.72
0.38;Ideal;D;VVS1;60.7;57;1270;4.69;4.74;2.86
0.27;Very Good;F;VVS2;61.2;57;682;4.14;4.17;2.54
0.35;Ideal;G;VS2;61.3;56;807;4.55;4.58;2.8
0.42;Ideal;H;SI2;62;54;625;4.83;4.85;3
1.23;Premium;D;VS2;62.6;52;9257;6.93;6.88;4.32
0.7;Premium;G;VVS2;59.3;54;3450;5.89;5.78;3.46
1.51;Fair;G;VS1;60.8;66;12948;7.35;7.25;4.44
2.34;Very Good;H;I1;62.4;55.4;11119;8.44;8.51;5.29
2.01;Premium;E;SI1;60.4;61;12898;8.05;7.98;4.84
1.02;Premium;F;SI2;61.5;58;4541;6.49;6.42;3.97
1.06;Premium;G;SI1;59.6;58;4903;6.73;6.67;3.99
0.36;Premium;I;VS1;60.9;61;729;4.61;4.58;2.8
0.79;Ideal;E;VS2;62.2;55;3861;5.97;5.9;3.69
1.5;Ideal;G;SI1;62;56;11180;7.33;7.29;4.53
1.57;Very Good;J;VS2;62.6;60;7813;7.34;7.41;4.62
1.06;Ideal;G;VS2;61.9;55;6728;6.54;6.57;4.06
0.3;Ideal;D;VS2;61.8;55;778;4.35;4.32;2.68
1;Very Good;G;VVS2;63;56;7177;6.37;6.4;4.02
0.26;Ideal;H;VS1;62.6;56;448;4.07;4.09;2.55
0.52;Ideal;E;VS1;62;53;1893;5.16;5.2;3.21
0.51;Very Good;F;SI2;62.3;55;1243;5.13;5.15;3.2
0.32;Very Good;D;SI1;58.3;58;589;4.49;4.54;2.63
1.02;Ideal;G;SI1;62.4;56;4044;6.42;6.37;3.99
0.7;Ideal;H;SI2;62.1;55;2110;5.69;5.72;3.54
1.23;Very Good;I;VS1;63.1;58;6564;6.77;6.91;4.32
0.93;Ideal;E;SI2;62.1;55;3990;6.27;6.29;3.9
1.01;Ideal;G;VS2;60.4;61;6132;6.45;6.5;3.91
1.23;Very Good;H;VS2;61.6;59;6459;6.84;6.86;4.22
0.52;Ideal;G;SI1;62.6;56;1338;5.16;5.13;3.22
0.91;Very Good;F;VS2;60.8;57;4606;6.24;6.25;3.8
0.43;Ideal;F;VS1;61.9;56;774;4.84;4.85;3
0.49;Very Good;F;SI1;62.3;57;985;5.05;5.07;3.15
0.41;Ideal;E;SI1;62.4;55;969;4.78;4.74;2.97
0.9;Premium;G;SI1;61.9;59;3669;6.18;6.13;3.81
2.53;Premium;H;SI1;62.1;59;18254;8.83;8.73;5.45
0.7;Ideal;F;SI1;62;55;2415;5.72;5.7;3.54
1.14;Premium;G;SI1;62.3;59;5650;6.69;6.66;4.16
1.57;Premium;I;SI2;60.9;58;7484;7.53;7.51;4.58
1.12;Very Good;E;SI2;60.9;63;3864;6.65;6.59;4.03
1.55;Premium;H;VS2;61.3;61;11708;7.46;7.39;4.55
0.52;Ideal;E;SI1;61.6;55;1577;5.19;5.16;3.19
0.55;Very Good;E;SI1;63;59;1406;5.25;5.17;3.28
0.7;Ideal;F;SI1;62.6;57;2453;5.59;5.62;3.51
2.31;Premium;J;SI1;61.1;60;15323;8.58;8.51;5.22
1;Very Good;G;VVS1;63.4;57;8115;6.33;6.36;4.02
0.36;Very Good;G;VS1;60.6;60;678;4.57;4.61;2.78
0.38;Premium;D;VS1;61.9;60;1067;4.62;4.66;2.87
0.51;Good;D;VS2;63.7;57;1549;5;5.05;3.2
0.5;Good;E;VS2;64.9;59;1389;4.89;4.94;3.19
0.4;Premium;E;VS2;62;58;1038;4.73;4.69;2.92
0.43;Ideal;G;IF;62.5;54;1318;4.83;4.86;3.03
1;Premium;H;SI1;61.5;58;4788;6.45;6.37;3.94
0.78;Very Good;F;VS1;61.7;55;3744;5.89;5.94;3.65
0.34;Ideal;E;SI1;61.7;56;596;4.49;4.52;2.78
0.43;Ideal;G;VS1;62.3;56;943;4.82;4.85;3.01
0.7;Premium;E;SI1;60.1;58;2349;5.81;5.83;3.5
0.9;Fair;D;SI1;60.4;61;3812;6.24;6.22;3.76
2.07;Premium;H;SI2;59.6;60;11094;8.3;8.24;4.93
1.5;Good;G;VS1;63.8;59;11524;7.16;7.22;4.59
0.41;Ideal;F;IF;61.7;56;1439;4.79;4.83;2.97
1.04;Ideal;I;SI1;63;56;4135;6.49;6.39;4.06
1.05;Ideal;F;SI1;61.8;57;4816;6.54;6.51;4.03
0.52;Ideal;G;VVS1;60.6;57;2387;5.21;5.26;3.17
0.99;Very Good;F;VS2;61.8;57;6094;6.37;6.39;3.94
0.71;Ideal;D;SI1;60.2;56;2822;5.86;5.83;3.52
0.54;Ideal;G;VVS2;61.5;54;2090;5.26;5.24;3.23
0.31;Premium;H;VVS2;62.3;60;802;4.36;4.31;2.7
1.01;Ideal;G;VS1;61.5;56;6794;6.48;6.43;3.97
0.32;Ideal;D;VS2;62.2;55;972;4.41;4.37;2.73
1.51;Good;J;SI1;64.1;61;6511;7.19;7.16;4.6
0.56;Ideal;E;VVS2;62.1;57;2622;5.26;5.3;3.28
1;Premium;E;VS2;61.8;62;6860;6.47;6.44;3.99
1.43;Ideal;G;SI1;62.6;57;8969;7.18;7.14;4.48
0.37;Good;G;SI2;63.3;55;487;4.58;4.61;2.91
1.12;Premium;G;IF;60.9;57;9126;6.79;6.68;4.1
1.21;Ideal;G;VS1;61.4;56;8824;6.84;6.9;4.22
0.52;Ideal;G;VS1;61.2;56;1662;5.19;5.22;3.18
1.08;Very Good;H;VS2;58.1;62;5524;6.72;6.74;3.91
1.08;Ideal;G;VS2;62.5;56;6530;6.57;6.54;4.1
0.3;Ideal;G;IF;60.9;56;863;4.34;4.36;2.65
0.72;Ideal;H;SI2;61.3;56;2372;5.75;5.77;3.53
0.32;Ideal;H;VS2;62;55;648;4.4;4.38;2.72
0.31;Ideal;D;SI1;61.9;57;548;4.36;4.39;2.71
0.27;Very Good;E;VVS2;58.6;61;575;4.27;4.3;2.51
2.18;Ideal;F;SI2;62.6;55;14277;8.27;8.22;5.16
0.91;Good;F;SI1;64;57;3423;6.08;6.17;3.92
0.69;Fair;G;VS1;57.8;66;2070;5.9;5.84;3.39
0.52;Ideal;F;VS2;62.5;54;1600;5.14;5.17;3.22
1.52;Ideal;H;SI1;61.5;58;10589;7.4;7.36;4.54
0.5;Very Good;D;SI2;60.8;55;1306;5.14;5.16;3.13
1.7;Premium;F;SI2;60.2;61;8397;7.79;7.68;4.66
1.11;Premium;G;SI1;60.9;59;4096;6.69;6.64;4.07
0.74;Premium;F;VS1;62.5;60;2917;5.78;5.74;3.6
0.77;Premium;J;VS1;62.2;61;2005;5.85;5.82;3.63
0.3;Very Good;G;VVS1;63.4;56;1013;4.31;4.27;2.72
0.27;Very Good;G;VVS1;62.5;56;566;4.14;4.16;2.59
1.01;Ideal;G;IF;62.2;61;8957;6.34;6.4;3.96
0.71;Ideal;H;VVS1;60.4;57;2867;5.78;5.81;3.5
0.31;Premium;G;VVS1;62.1;59;816;4.34;4.39;2.71
1.09;Premium;G;VS2;62.1;57;5098;6.6;6.55;4.08
1.53;Ideal;H;I1;62.3;56;6477;7.38;7.34;4.59
0.32;Ideal;D;VS2;61.6;56;758;4.37;4.4;2.7
0.73;Good;H;SI2;60.9;65;2085;5.86;5.69;3.51
0.5;Very Good;E;VS2;61.8;58;1624;5.05;5.11;3.14
0.37;Very Good;E;VVS2;59.7;61;844;4.67;4.71;2.8
2;Premium;G;SI2;62.1;59;15897;8.12;8.02;5.01
0.41;Premium;G;VVS2;61.6;56;1076;4.78;4.76;2.94
0.3;Premium;H;VS2;62.7;59;608;4.27;4.22;2.66
0.75;Ideal;E;SI1;62.1;55;3170;5.81;5.85;3.62
1.01;Good;H;SI2;63.9;58;3888;6.32;6.35;4.05
1.55;Premium;I;SI2;58.2;59;8069;7.73;7.63;4.47
1.01;Fair;I;SI1;65.5;58;3280;6.28;6.24;4.1
0.31;Ideal;G;SI1;63;56;593;4.34;4.3;2.72
0.91;Ideal;E;SI1;61.9;55;4623;6.18;6.22;3.84
1.21;Premium;I;SI1;62.8;57;5218;6.74;6.67;4.21
1.3;Premium;H;SI2;60.4;61;4732;7.09;7.04;4.27
1.97;Premium;F;SI2;61.1;58;14410;8.05;8.11;4.94
2.25;Ideal;H;SI1;62.4;56;14348;8.4;8.37;5.23
0.5;Good;E;VS1;61.1;58.2;1932;5.08;5.12;3.11
1.1;Ideal;I;VS1;62.3;55;5864;6.64;6.6;4.12
1;Premium;E;SI1;62.7;61;5027;6.37;6.32;3.98
1.02;Very Good;I;SI2;62.6;56;4084;6.41;6.44;4.02
0.8;Very Good;E;SI2;62.5;56;2804;5.88;5.96;3.7
0.7;Very Good;H;SI1;62.1;59;2213;5.62;5.66;3.5
0.91;Very Good;D;SI2;62.7;59;3298;6.16;6.22;3.88
1.52;Good;I;VS2;63.3;61;8778;7.23;7.27;4.59
0.27;Ideal;E;VVS2;62.1;57;622;4.13;4.15;2.57
0.43;Ideal;I;VVS1;60.6;57;1120;4.88;4.94;2.97
1.5;Good;I;SI1;61.1;63;8254;7.27;7.34;4.46
0.51;Ideal;G;VS1;62.5;57;1656;5.07;5.14;3.19
0.3;Very Good;I;VS2;60.7;56;407;4.32;4.34;2.63
0.32;Ideal;G;VVS1;61.2;55;814;4.41;4.44;2.71
0.3;Ideal;H;VS1;62.1;56;545;4.28;4.32;2.67
0.42;Ideal;D;SI1;62.3;57;1040;4.8;4.77;2.98
1.09;Very Good;F;VVS1;61.4;58;10463;6.6;6.65;4.07
1.77;Premium;J;VS2;59.6;58;9428;7.94;7.86;4.71
0.3;Ideal;F;VVS2;61.5;58;694;4.3;4.35;2.66
0.28;Ideal;H;VS1;62.2;54;476;4.18;4.21;2.61
1.02;Premium;F;SI1;60.1;60;5686;6.58;6.53;3.94
0.7;Good;E;VS1;61.3;62;3277;5.64;5.72;3.48
0.71;Ideal;I;VS1;61.5;60;2432;5.7;5.74;3.52
1.72;Good;G;SI2;62.8;59.3;10084;7.55;7.62;4.76
0.74;Premium;F;SI1;60.7;59;2415;5.85;5.82;3.54
0.47;Very Good;E;VS1;61.8;58;1566;4.97;5.03;3.09
0.32;Very Good;J;SI1;62.3;57;389;4.33;4.44;2.73
1.35;Premium;G;VS1;61;59;10415;7.15;7.09;4.34
0.31;Very Good;E;SI1;63.4;55;698;4.35;4.32;2.75
0.32;Good;F;VS2;63.6;57;645;4.34;4.37;2.77
1.51;Very Good;D;SI2;63.2;59;7915;7.25;7.18;4.56
0.29;Very Good;I;VS2;62.4;55;384;4.25;4.27;2.66
0.42;Ideal;F;VS1;60.9;57;1031;4.84;4.88;2.96
0.37;Very Good;E;VS2;59.5;59;811;4.64;4.71;2.78
0.31;Premium;H;VVS2;61.4;58;625;4.32;4.35;2.66
1.21;Ideal;G;VVS1;60.2;57;10232;7.02;6.94;4.2
2;Fair;I;SI2;65.2;59;10483;7.74;7.69;5.03
0.32;Very Good;H;SI1;62.2;56;449;4.36;4.39;2.72
1.7;Very Good;I;SI1;61.8;58;9845;7.55;7.66;4.7
0.58;Ideal;I;SI2;61.3;56;1158;5.38;5.45;3.32
0.3;Very Good;G;VVS1;61.1;57;680;4.33;4.37;2.66
1.01;Very Good;F;VS1;62.9;58;7455;6.29;6.31;3.96
1;Good;G;SI2;57.8;64;3651;6.55;6.5;3.77
0.32;Very Good;I;VS2;61.1;57;449;4.39;4.42;2.69
0.5;Very Good;E;VVS2;62.4;55;2275;5.08;5.11;3.18
1.06;Very Good;G;I1;60.7;63;2080;6.59;6.56;3.99
0.58;Very Good;F;VVS2;60;57;2201;5.44;5.42;3.26
0.97;Ideal;D;SI1;62.8;56;5028;6.24;6.3;3.94
0.3;Ideal;E;VVS2;61.9;57;1013;4.32;4.28;2.66
0.73;Ideal;H;SI1;62.6;57;2320;5.66;5.74;3.57
0.34;Ideal;G;SI1;61.9;55.5;531;4.49;4.54;2.79
0.51;Ideal;D;SI2;61.1;56;1264;5.16;5.18;3.16
1.11;Ideal;E;IF;61.8;55;15464;6.65;6.69;4.12
0.24;Very Good;E;VS2;63.5;53;419;3.96;3.98;2.52
0.93;Ideal;G;SI1;60.9;57;3521;6.29;6.25;3.82
1.49;Ideal;F;I1;62.6;54;6175;7.31;7.28;4.57
1.05;Ideal;F;VS2;59.1;57;7697;6.67;6.66;3.94
0.96;Very Good;E;VS2;58.7;58;5997;6.47;6.51;3.81
0.31;Ideal;G;IF;62.1;56;871;4.31;4.34;2.69
0.41;Ideal;E;VS2;62;56;999;4.79;4.72;2.95
1.13;Ideal;E;VVS2;61.4;57;11115;6.69;6.74;4.12
0.3;Ideal;F;VS2;61.3;55;605;4.3;4.32;2.64
1.01;Very Good;E;VS2;60.4;58;6522;6.47;6.6;3.95
0.52;Very Good;F;SI1;58.6;61;1244;5.28;5.3;3.1
1;Fair;E;VVS2;56.8;58;7553;6.59;6.64;3.76
0.81;Premium;F;SI1;61.2;56;2926;6.03;6;3.68
1.67;Premium;I;VS1;61.1;58;11400;7.69;7.6;4.67
0.3;Very Good;F;IF;62.6;55;886;4.3;4.32;2.7
0.42;Ideal;F;VVS1;62.2;53;1223;4.81;4.83;3
0.3;Very Good;F;VVS1;61.1;57;814;4.31;4.33;2.64
1.02;Premium;H;SI1;60.3;59;4558;6.5;6.44;3.9
0.9;Ideal;H;SI1;61.1;58;3967;6.24;6.19;3.79
1.31;Ideal;G;VVS2;60.3;56;13168;7.09;7.15;4.29
2.01;Very Good;H;SI2;62.9;55;14426;8.03;8.09;5.07
0.5;Fair;D;VVS2;67.6;57;1980;4.95;4.84;3.31
0.72;Ideal;J;VVS2;60.9;58;2136;5.74;5.78;3.51
0.26;Ideal;D;VS1;62;55;452;4.1;4.12;2.55
0.52;Very Good;E;SI1;58.8;59;1276;5.27;5.34;3.12
0.79;Premium;F;VS2;63;59;2953;5.84;5.8;3.66
0.9;Fair;F;SI2;62.6;58;3787;6.01;6.06;3.78
1.03;Ideal;F;VVS2;61.6;56;8701;6.46;6.53;4
1.04;Premium;J;SI2;62;59;3603;6.47;6.49;4.02
0.57;Ideal;F;SI2;62.2;53;1308;5.34;5.4;3.34
0.41;Ideal;E;SI2;62.8;57;876;4.73;4.7;2.96
0.43;Premium;D;VVS2;59.5;59;1159;4.95;4.97;2.95
1;Good;G;VVS1;58.4;60;7467;6.55;6.61;3.84
0.31;Ideal;I;SI1;60.9;57;414;4.36;4.41;2.67
0.33;Ideal;E;VS2;62.3;57;723;4.37;4.43;2.74
0.55;Ideal;G;VS1;61.6;55;1786;5.29;5.32;3.27
2.05;Ideal;G;SI2;61.6;56;18181;8.16;8.11;5.01
1.63;Ideal;H;SI1;61.8;57;12910;7.5;7.54;4.64
1;Very Good;E;SI1;62.4;59;5571;6.36;6.42;3.99
1;Ideal;H;SI2;62.6;56;4256;6.38;6.34;3.98
0.3;Good;G;VS1;63.6;57;605;4.23;4.26;2.7
2.5;Good;J;VS2;62;58;18325;8.63;8.6;5.34
1.08;Ideal;G;SI2;61.9;58;4675;6.55;6.57;4.06
1.08;Ideal;J;SI1;61.8;56;4524;6.58;6.55;4.06
2.01;Good;I;SI2;63.8;57;8780;8;7.95;5.1
0.74;Premium;H;VS2;59.9;57;2485;5.91;5.87;3.53
0.32;Ideal;G;VVS2;61.3;55;698;4.4;4.44;2.71
0.38;Very Good;I;VS2;61.7;56;680;4.65;4.68;2.88
0.34;Ideal;D;VVS1;61.7;57;1133;4.49;4.52;2.78
0.59;Good;I;SI2;63.9;57;1180;5.3;5.25;3.37
0.3;Ideal;D;SI1;61.3;57;670;4.34;4.37;2.67
1.12;Premium;H;SI1;61.2;59;4641;6.69;6.65;4.08
0.32;Ideal;G;SI1;61.3;57;477;4.37;4.4;2.69
0.56;Ideal;E;VS1;60;55;2352;5.43;5.4;3.25
0.3;Premium;F;SI1;61.7;59;641;4.33;4.29;2.66
0.38;Ideal;I;VVS2;62;54.5;768;4.66;4.69;2.9
0.73;Ideal;D;VS2;60.7;57;4134;5.84;5.88;3.55
0.51;Ideal;G;VVS2;62.7;55;1976;5.08;5.1;3.19
1.01;Ideal;J;VS1;61.2;57;4693;6.45;6.49;3.96
1.54;Premium;E;SI1;62.7;58;10314;7.37;7.3;4.6
0.41;Premium;H;SI1;61.7;60;683;4.71;4.75;2.92
0.26;Very Good;E;VS2;63.2;56;453;4.06;4.1;2.58
0.38;Ideal;F;SI1;61.7;56;766;4.68;4.72;2.9
1.01;Premium;F;SI2;61.3;60;4497;6.43;6.4;3.93
1.08;Ideal;H;SI1;60.6;59;5756;6.61;6.65;4.02
0.31;Ideal;I;SI1;61.9;56;436;4.33;4.36;2.69
0.32;Very Good;G;VVS1;58.1;59;842;4.49;4.53;2.62
0.7;Ideal;F;SI1;61;56;2840;5.75;5.8;3.52
0.3;Ideal;I;VS2;61.5;58;438;4.28;4.31;2.64
1.13;Ideal;E;VVS2;61.6;56;11115;6.69;6.71;4.13
0.3;Ideal;F;SI1;61.9;57;609;4.28;4.31;2.66
0.23;Ideal;F;VVS1;62.4;55;505;3.94;3.95;2.46
0.71;Very Good;H;VS2;62.6;59;2395;5.66;5.68;3.55
1.51;Premium;I;SI2;59.7;59;7577;7.48;7.46;4.46
1.2;Ideal;I;VS1;62.5;55;6639;6.76;6.81;4.24
0.37;Ideal;H;VS2;60.7;58;603;4.64;4.68;2.83
0.41;Ideal;H;VVS1;62.2;57;1043;4.74;4.78;2.96
0.93;Very Good;E;SI2;60.5;57;4325;6.32;6.37;3.84
0.3;Premium;G;SI2;62.5;59;506;4.31;4.27;2.68
1.31;Ideal;H;SI2;62.3;56;6225;7;6.97;4.35
1.76;Ideal;G;VS1;62.8;55;18178;7.74;7.7;4.85
0.25;Very Good;F;VVS1;60.8;57;633;4.08;4.1;2.48
0.72;Very Good;F;VS1;60.2;59;2846;5.79;5.84;3.5
1.05;Ideal;G;SI1;62.3;55;5361;6.47;6.54;4.05
0.65;Ideal;J;SI1;61.9;54;1214;5.6;5.62;3.47
0.7;Good;E;SI1;64.4;58;2000;5.48;5.52;3.54
0.31;Premium;G;VS2;62.6;57;698;4.32;4.3;2.7
1.01;Premium;H;VS1;61.9;57;4779;6.43;6.39;3.97
0.92;Premium;G;SI2;59.4;62;3555;6.36;6.34;3.77
0.35;Ideal;D;VS1;60.8;57;890;4.57;4.61;2.79
0.33;Premium;I;VVS2;61;59;579;4.41;4.44;2.7
0.34;Ideal;E;VS1;62.2;55;1033;4.52;4.49;2.8
0.9;Good;I;VS2;63.7;61;3303;6.06;6.1;3.87
0.72;Ideal;F;SI2;61.8;57;2456;5.75;5.78;3.56
1.22;Ideal;I;SI1;61.7;57;6012;6.85;6.82;4.22
1.52;Premium;D;SI2;58.6;62;8366;7.56;7.45;4.41
1.2;Good;E;SI2;63.3;55;5544;6.73;6.77;4.27
1.01;Good;G;VS2;63.6;60;5701;6.35;6.3;4.02
0.23;Good;D;VVS1;60.3;66;425;3.91;3.95;2.37
0.76;Premium;H;SI1;60.9;59;1915;5.91;5.86;3.58
0.3;Ideal;D;VS2;62.2;55;710;4.29;4.33;2.68
0.3;Very Good;G;VVS1;62.9;57;789;4.26;4.3;2.69
0.71;Ideal;J;SI1;61;57;1713;5.78;5.8;3.53
1.03;Ideal;J;SI2;62.4;56;4054;6.44;6.48;4.03
1;Premium;H;VS2;62.6;59;5320;6.37;6.31;3.97
1.12;Very Good;F;SI1;61.4;63;5374;6.7;6.68;4.11
1.32;Premium;H;SI1;61.5;61;7163;7.05;6.97;4.31
0.71;Premium;F;VS2;61;59;2571;5.72;5.69;3.48
0.42;Ideal;F;VS1;60.9;57;1103;4.88;4.84;2.96
1.2;Premium;E;SI1;60.3;57;7362;6.98;6.84;4.17
0.56;Ideal;I;SI1;61.9;57;1212;5.25;5.29;3.26
0.71;Very Good;F;SI1;64;58;2345;5.59;5.66;3.6
0.36;Ideal;I;VS1;62;54;587;4.58;4.61;2.85
1.37;Premium;J;VS1;60;62;5370;7.24;7.21;4.33
0.91;Ideal;G;SI1;62.5;56;4673;6.19;6.22;3.88
1.09;Ideal;E;SI1;61.8;55;6849;6.65;6.58;4.09
0.3;Premium;J;VS1;62.6;58;506;4.32;4.27;2.69
2.04;Premium;J;VS1;62.6;58;14660;8.11;8.06;5.06
1.21;Premium;E;SI2;58.8;58;6065;7.07;6.91;4.11
0.76;Premium;D;SI1;61.1;59;2847;5.93;5.88;3.61
2.03;Ideal;H;SI1;64.4;54;16900;7.97;7.92;5.12
0.32;Ideal;D;VS2;62.2;56;758;4.38;4.4;2.73
0.7;Good;G;VS1;65.1;58;2803;5.56;5.59;3.63
1.09;Ideal;H;VS2;61.4;57;6419;6.61;6.65;4.07
1.01;Fair;G;VS2;64.9;56;4887;6.27;6.21;4.05
0.23;Premium;E;VVS2;60.9;60;680;3.99;3.96;2.42
0.75;Very Good;J;SI1;61.7;56;1859;5.81;5.92;3.62
0.31;Ideal;D;VS2;62.4;57;662;4.34;4.31;2.7
0.24;Very Good;E;VVS2;62.5;58;485;3.96;4.01;2.49
0.7;Premium;I;VS2;63;60;1966;5.62;5.59;3.53
0.32;Ideal;G;IF;61;57;918;4.41;4.44;2.7
0.72;Ideal;G;SI1;61.8;56;3048;5.7;5.76;3.55
0.3;Ideal;D;VS2;61.6;57;911;4.33;4.3;2.66
0.26;Ideal;H;SI2;62.5;53;362;4.09;4.13;2.57
2.02;Premium;J;SI2;62.1;60;11165;7.98;8.09;4.99
0.38;Premium;D;VS2;58.7;61;1117;4.77;4.74;2.79
0.71;Premium;H;VS1;62.8;58;2398;5.7;5.67;3.57
0.7;Very Good;J;VS1;60.9;58;1904;5.66;5.73;3.47
0.73;Good;E;VS1;60.8;61;3471;5.77;5.8;3.52
0.3;Ideal;F;VS1;62.6;57;570;4.29;4.34;2.7
0.31;Ideal;G;VS1;61.3;55;645;4.39;4.42;2.7
0.69;Fair;I;VS1;57.9;63;1692;5.73;5.77;3.33
0.47;Ideal;F;VVS1;61.9;55;1779;4.98;5;3.09
0.31;Premium;F;VS2;60.8;60;802;4.37;4.34;2.65
1.51;Good;H;SI1;61.8;61;9218;7.25;7.32;4.5
0.83;Very Good;E;SI1;63.5;58;3365;5.93;5.98;3.78
0.9;Very Good;G;SI1;61.6;59;3597;6.13;6.19;3.8
0.3;Good;I;VS1;63.3;59;473;4.2;4.23;2.67
0.41;Very Good;E;SI2;63.3;56;818;4.73;4.69;2.98
0.32;Premium;G;VVS1;62.6;58;1080;4.41;4.38;2.75
1.46;Premium;G;SI2;62.8;52;5421;7.31;7.27;4.58
0.38;Premium;I;SI2;60;59;641;4.71;4.69;2.82
0.35;Ideal;F;VS1;62.4;55;665;4.49;4.52;2.81
0.75;Very Good;I;SI1;63.7;56;2300;5.73;5.77;3.66
0.37;Very Good;E;VVS2;59.3;58;843;4.68;4.73;2.79
